Date,Close,Volume,MA5,MA20,Daily_Return,Volatility,mean_compound,sentiment_sum,pos_ratio,neg_ratio,doc_count,Target,Return_Magnitude
2026-03-09,306.3599853515625,29312100,302.3243041992188,308.05292358398435,0.026985310109787886,0.01532103545766473,0.0,0.0,0.0,0.0,0.0,1,0.002219686727622072
2026-03-10,307.0400085449219,23239700,303.05902099609375,307.20033111572263,0.002219686727622072,0.014325819476150935,0.0,0.0,0.0,0.0,0.0,1,0.0054064734754804
2026-03-11,308.70001220703125,24125700,304.2156677246094,306.71753845214846,0.0054064734754804,0.014178639547667888,0.0,0.0,0.0,0.0,0.0,0,-0.016682942048633964
2026-03-12,303.54998779296875,24928300,304.7919982910156,306.357975769043,-0.016682942048633964,0.01644586868603244,0.0,0.0,0.0,0.0,0.0,0,-0.004183788716005665
2026-03-13,302.2799987792969,23693100,305.58599853515625,306.03284454345703,-0.004183788716005665,0.0159718893426833,0.0,0.0,0.0,0.0,0.0,1,0.010850862751563328
2026-03-16,305.55999755859375,23519700,305.4260009765625,306.0355972290039,0.010850862751563328,0.010566227919626345,0.0,0.0,0.0,0.0,0.0,1,0.01754161510658081
2026-03-17,310.9200134277344,21955200,306.202001953125,306.49122161865233,0.01754161510658081,0.013388947084172102,0.0,0.0,0.0,0.0,0.0,0,-0.010388559265513075
2026-03-18,307.69000244140625,20009800,306.0,306.7198913574219,-0.010388559265513075,0.014383646541520528,0.0,0.0,0.0,0.0,0.0,0,-0.0018200057010314685
2026-03-19,307.1300048828125,25075800,306.71600341796875,306.9445434570313,-0.0018200057010314685,0.011460667076350694,0.0,0.0,0.0,0.0,0.0,0,-0.019958990607744198
2026-03-20,301.0,44364100,306.4600036621094,306.2566223144531,-0.019958990607744198,0.015265935371710672,0.0,0.0,0.0,0.0,0.0,1,0.00352158657340107
2026-03-23,302.05999755859375,29326900,305.7600036621094,305.79607849121095,0.00352158657340107,0.014186652070734194,0.0,0.0,0.0,0.0,0.0,0,-0.03846916245483134
2026-03-24,290.44000244140625,36864300,301.66400146484375,304.78401336669924,-0.03846916245483134,0.016590552645642645,0.0,0.0,0.0,0.0,0.0,1,0.0016870618036641805
2026-03-25,290.92999267578125,29460700,298.31199951171874,303.69651947021487,0.0016870618036641805,0.017964746001636837,0.0,0.0,0.0,0.0,0.0,0,-0.034406831540405025
2026-03-26,280.9200134277344,39080600,293.07000122070315,302.3843307495117,-0.034406831540405025,0.019631865755411187,0.0,0.0,0.0,0.0,0.0,0,-0.023423098303163248
2026-03-27,274.3399963378906,35890600,287.7380004882813,300.5242950439453,-0.023423098303163248,0.019799633869795757,0.0,0.0,0.0,0.0,0.0,0,-0.0030618806922197983
2026-03-30,273.5,35141200,282.0260009765625,298.88407745361326,-0.0030618806922197983,0.01814201447150365,0.0,0.0,0.0,0.0,0.0,1,0.05140766931844154
2026-03-31,287.55999755859375,43875400,281.45,298.0937561035156,0.05140766931844154,0.03307295895799849,0.0,0.0,0.0,0.0,0.0,1,0.03418422998087833
2026-04-01,297.3900146484375,37684500,282.74200439453125,297.81741790771486,0.03418422998087833,0.03684812705992461,0.0,0.0,0.0,0.0,0.0,0,-0.005447478243950976
2026-04-02,295.7699890136719,21666500,285.7119995117188,297.57250061035154,-0.005447478243950976,0.030915750704185466,0.0,0.0,0.0,0.0,0.0,1,0.014267847913765452
2026-04-06,299.989990234375,16945500,290.8419982910156,297.6565002441406,0.014267847913765452,0.024417990156610225,0.0,0.0,0.0,0.0,0.0,1,0.01823394579408988
2026-04-07,305.4599914550781,23205400,297.23399658203124,297.6115005493164,0.01823394579408988,0.021442943982658943,0.0,0.0,0.0,0.0,0.0,1,0.03882674065642666
2026-04-08,317.32000732421875,33547100,303.1859985351563,298.12550048828126,0.03882674065642666,0.017601053629073517,0.0,0.0,0.0,0.0,0.0,1,0.0036870757694167366
2026-04-09,318.489990234375,23739200,307.40599365234374,298.61499938964846,0.0036870757694167366,0.016724896153156192,0.0,0.0,0.0,0.0,0.0,0,-0.0039247701288198655
2026-04-10,317.239990234375,19152600,311.6999938964844,299.29949951171875,-0.0039247701288198655,0.01629248979658422,0.0,0.0,0.0,0.0,0.0,1,0.012829427088343559
2026-04-13,321.30999755859375,18866400,315.9639953613281,300.2509994506836,0.012829427088343559,0.016304088577881973,0.0,0.0,0.0,0.0,0.0,1,0.03610222586180267
2026-04-14,332.9100036621094,27721400,321.45399780273436,301.6184997558594,0.03610222586180267,0.01918661311008238,0.0,0.0,0.0,0.0,0.0,1,0.012646034690357633
2026-04-15,337.1199951171875,24918800,325.41399536132815,302.92849884033205,0.012646034690357633,0.01503634345618862,0.0,0.0,0.0,0.0,0.0,0,-0.0032629512323445464
2026-04-16,336.0199890136719,20541500,328.9199951171875,304.3449981689453,-0.0032629512323445464,0.016296349974125067,0.0,0.0,0.0,0.0,0.0,1,0.016844246911391636
2026-04-17,341.67999267578125,25581900,333.80799560546876,306.07249755859374,0.016844246911391636,0.014075582181674963,0.0,0.0,0.0,0.0,0.0,0,-0.012467745666598473
2026-04-20,337.4200134277344,18784200,337.0299987792969,307.8934982299805,-0.012467745666598473,0.018814044366999638,0.0,0.0,0.0,0.0,0.0,0,-0.015203617683191117
2026-04-21,332.2900085449219,23123800,336.9059997558594,309.4049987792969,-0.015203617683191117,0.014495476230192064,0.0,0.0,0.0,0.0,0.0,1,0.02115621474771645
2026-04-22,339.32000732421875,20293000,337.34600219726565,311.8489990234375,0.02115621474771645,0.01672251112250356,0.0,0.0,0.0,0.0,0.0,0,-0.0012672187507363208
2026-04-23,338.8900146484375,18650300,337.9200073242188,314.2470001220703,-0.0012672187507363208,0.01660640734974317,0.0,0.0,0.0,0.0,0.0,1,0.016258901147509164
2026-04-24,344.3999938964844,26426100,338.46400756835936,317.42099914550784,0.016258901147509164,0.016475493012101917,0.0,0.0,0.0,0.0,0.0,1,0.017247394154111362
2026-04-27,350.3399963378906,28576900,341.0480041503906,321.2209991455078,0.017247394154111362,0.015414643536203728,0.0,0.0,0.0,0.0,0.0,0,-0.0015984402707296397
2026-04-28,349.7799987792969,27824100,344.54600219726564,325.03499908447264,-0.0015984402707296397,0.010920027397674644,0.0,0.0,0.0,0.0,0.0,1,0.000457440856160396
2026-04-29,349.94000244140625,35376300,346.6700012207031,328.1539993286133,0.000457440856160396,0.009653710402155,0.0,0.0,0.0,0.0,0.0,1,0.09961703465838956
2026-04-30,384.79998779296875,72040000,355.85199584960935,332.52449798583984,0.09961703465838956,0.041845774021869016,0.0,0.0,0.0,0.0,1.0,1,0.0023129279539280123
2026-05-01,385.69000244140625,30105200,364.10999755859376,337.02049865722654,0.0023129279539280123,0.04313532127797043,0.24988749999999998,3.0,0.625,0.25,8.0,0,-0.006326330539970226
2026-05-04,383.25,26298600,370.69199829101564,341.1834991455078,-0.006326330539970226,0.04524116531893304,0.08254666666666667,3.0,0.4,0.2,15.0,1,0.013515962624347733
2026-05-05,388.42999267578125,23878600,378.4219970703125,345.33199920654295,0.013515962624347733,0.044018152055831206,-0.06948000000000001,-3.0,0.1,0.4,10.0,1,0.024740663827064413
2026-05-06,398.0400085449219,31269000,388.0419982910156,349.3679992675781,0.024740663827064413,0.04236742149874371,0.067690625,3.0,0.3125,0.21875,32.0,0,-0.004698007931472681
